Filter, ID, Time_us, Average_time, Memory_used_MiB, Memory_free_MiB
0, 28, 132594, 0, 310, 8351
0, 29, 131951, 0, 310, 8351
0, 30, 132589, 0, 310, 8351
0, 31, 132245, 0, 310, 8351
0, 32, 132277, 0, 310, 8351
0, 33, 132115, 0, 310, 8351
0, 34, 132168, 0, 310, 8351
0, 35, 132267, 0, 310, 8351
0, 36, 132755, 0, 310, 8351
0, 37, 132297, 0, 310, 8351
0, 38, 132213, 0, 310, 8351
0, 39, 132474, 0, 310, 8351
0, 40, 132684, 0, 310, 8351
0, 41, 132881, 0, 310, 8351
0, 42, 132837, 0, 310, 8351
0, 43, 132447, 0, 310, 8351
0, 44, 132348, 0, 310, 8351
0, 45, 132350, 0, 310, 8351
0, 46, 132502, 0, 310, 8351
0, 47, 132219, 0, 310, 8351
0, 48, 132203, 0, 310, 8351
0, 49, 132426, 0, 310, 8351
0, 50, 132270, 0, 310, 8351
0, 51, 132391, 0, 310, 8351
